Text Key	Specified	Default	Translate Value	Afrikaans (af)	Arabic (ar)	Armenian (hy)	Azerbaijani (az)	Basque (eu)	Belarusian (be)	Bengali (bn)	Bulgarian (bg)	Burmese (my)	Catalan (ca)	Chinese (zh-rCN)	Taiwanese (zh-rTW)	Croatian (hr)	Czech (cs)	Danish (da)	Dutch (nl)	Estonian (et)	English (en)	Finnish (fi)	French (fr)	German (de)	Greek (el)	Herbew (iw)	Hindi (hi)	Hungarian (hu)	Icelandic (is)	Indonesian (id)	Indonesian (in)	Italian  (it)	Japanese (ja)	Kannada (kn)	Khmer (km)	Korean (ko)	Lao (lo)	Latvian (lv)	Lithuanian (lt)	Macedonian (mk)	Malay (ms)	Malayalam (ml)	Marathi (mr)	Mongolian (mn)	Nepali (ne)	Norwegian Bokmal (nb)	Persian (fa)	Polish (pl)	Portuguese (pt)	Romanian (ro)	Russian (ru)	Serbian (sr)	Sinhala (si)	Slovak (sk)	Slovenian (sl)	Spanish (es)	Swahili (sw)	Swedish (sv)	Telugu (te)	Thai (th)	Turkish (tr)	Ukrainian (uk)	Vietnamese (vi)	Zulu (zu)
personality_type	Capfirstchar	Personality type	Personality type	Tipo de personalidad	نوع الشخصية	Անհատականության տեսակը	Şəxsiyyət növü	Nortasun mota	Тып асобы	ব্যক্তিত্ব টাইপ	Тип личност	ကိုယ်ရည်ကိုယ်သွေးအမျိုးအစား	Tipus de personalitat	个性类型	個性類型	Vrsta ličnosti	Typ osobnosti	Personlighedstype	Persoonlijkheids type	Isiksuse tüüp	Personality type	Persoonallisuustyyppi	Type de personnalité	Persönlichkeitstyp	Τύπος προσωπικότητας	סוג אישיות	व्यक्तित्व प्रकार	Személyiségtípus	Persónuleikategund	Tipe kepribadian	Tipe kepribadian	Tipo di personalità	性格タイプ	ವ್ಯಕ್ತಿತ್ವ ಪ್ರಕಾರ	ប្រភេទបុគ្គលិកលក្ខណៈ	성격 유형	ປະເພດບຸກຄະລິກ	Personības tips	Asmenybės tipas	Тип на личност	Jenis Kepribadian	വ്യക്തിത്വ തരം	व्यक्तिमत्व प्रकार	Хувь хувьлан хамгаалах	व्यक्तित्व प्रकार	Personlighetstype	نوع شخصیت	Typ osobowości	Tipo de personalidade	Tip de personalitate	Тип личности	Тип личности	පෞරුෂත්ව වර්ගය	Typ osobnosti	Osebnostni tip	Tipo de personalidad	Aina ya utu	Personlighetstyp	వ్యక్తిత్వ రకం	ประเภทบุคลิกภาพ	Kişilik tipi	Тип особистості	Kiểu nhân cách	Uhlobo lobuntu
communication_type	Capfirstchar	Communication type	Communication type	Tipo de comunicación	نوع الاتصال	Կապի տեսակը	Rabitə növü	Komunikazio mota	Тып зносін	যোগাযোগের ধরণ	Тип комуникация	ဆက်သွယ်ရေးအမျိုးအစား	Tipus de comunicació	通信类型	通信類型	Vrsta komunikacije	Typ komunikace	Kommunikationstype	Communicatietype	Suhtlemistüüp	Communication type	Viestintätyyppi	Type de communication	Kommunikationstyp	Τύπος επικοινωνίας	סוג תקשורת	संचार प्रकार	Kommunikációs típus	Samskiptategund	Jenis komunikasi	Jenis komunikasi	Tipo di comunicazione	通信タイプ	ಸಂವಹನ ಪ್ರಕಾರ	ប្រភេទនៃការប្រាស្រ័យទាក់ទង	커뮤니케이션 유형	ປະເພດການສື່ສານ	Sakaru tips	Ryšio tipas	Тип на комуникација	Jenis Komunikasi	ആശയവിനിമയ തരം	संप्रेषण प्रकार	Холбооны төрөл	सञ्चार प्रकार	Kommunikasjonstype	نوع ارتباطی	Typ komunikacji	Tipo de comunicação	Tip de comunicare	Тип связи	Тип комуникације	සන්නිවේදන වර්ගය	Komunikačný typ	Vrsta komunikacije	Tipo de comunicación	Aina ya Mawasiliano	Kommunikationstyp	కమ్యూనికేషన్ రకం	ประเภทการสื่อสาร	İletişim türü	Тип спілкування	Loại giao tiếp	Uhlobo lwezokuxhumana
love_type	Capfirstchar	Love type	Love type	Tipo de amor	نوع الحب	Սիրո տեսակը	Sevgi növü	Maitasun mota	Тып кахання	প্রেমের ধরণ	Любов тип	ချစ်ခြင်းမေတ္တာ	Tipus d’amor	爱类型	愛類型	Ljubavni tip	Typ lásky	Kærlighedstype	Liefdestype	Armastuse tüüp	Love type	Rakkaustyyppi	Type d'amour	Liebesart	Λατρεύω τον τύπο	סוג אהבה	प्रेम प्रकार	Szerelem típusa	Ástartegund	Tipe cinta	Tipe cinta	Tipo d'amore	愛のタイプ	ಪ್ರೀತಿಯ ಪ್ರಕಾರ	ប្រភេទស្នេហា	사랑 유형	ປະເພດຮັກ	Mīlestības tips	Meilės tipas	Тип на loveубов	Jenis cinta	പ്രണയ തരം	प्रेम प्रकार	Хайрын төрөл	प्रेम गर्ने प्रकार	Kjærlighetstype	نوع عشق	Typ miłosny	Tipo de amor	Tip de dragoste	Тип любви	Љубавни тип	ආදර වර්ගය	Láskavý typ	Ljubezen tip	Tipo de amor	Aina ya upendo	Kärlekstyp	ప్రేమ రకం	ประเภทรัก	Aşk Türü	Тип любові	Loại tình yêu	Uhlobo lothando
media	Capfirstchar	Media	Media	Medios de comunicación	وسائط	Լրատվամիջոց	Media	Komunikabideak	Сродкі інфармацыі	মিডিয়া	Медия	စာနယ်ဇင်းများ	Medis de comunicació	媒体	媒體	Medija	Média	Medier	Media	Meedium	Media	Media	Médias	Medien	Μεσο ΜΑΖΙΚΗΣ ΕΝΗΜΕΡΩΣΗΣ	כְּלֵי תִקְשׁוֹרֶת	मिडिया	Média	Fjölmiðlar	Media	Media	Media	メディア	ಮಾಧ್ಯಮ	ឧបករន៍ផសាយប៍តមាន	미디어	ສື່ມວນຊົນ	Plašsaziņas līdzekļi	Žiniasklaida	Медиуми	Media	മാദ്ധമം	मीडिया	Арга хэрэгсэл	मिडिया	Media	رسانه ها	Głoska bezdźwięczna	meios de comunicação	Mass-media	СМИ	Медији	මාධ්ය	Médium	Mediji	Medios de comunicación	Media	Media	మీడియా	สื่อ	Medya	ЗМІ	Phương tiện truyền thông	Okokuhambisa
add_languages	Capfirstchar	Add languages	Add languages	Agregar idiomas	أضف اللغات	Ավելացնել լեզուներ	Dillər əlavə edin	Gehitu hizkuntzak	Дадаць мовы	ভাষা যুক্ত করুন	Добавете езици	ဘာသာစကားများထည့်ပါ	Afegiu idiomes	添加语言	添加語言	Dodajte jezike	Přidejte jazyky	Tilføj sprog	Voeg talen toe	Lisada keeli	Add languages	Lisää kieliä	Ajouter des langues	Fügen Sie Sprachen hinzu	Προσθέστε γλώσσες	הוסף שפות	भाषा जोड़ें	Adjon hozzá nyelveket	Bættu við tungumálum	Tambahkan bahasa	Tambahkan bahasa	Aggiungi lingue	言語を追加します	ಭಾಷೆಗಳನ್ನು ಸೇರಿಸಿ	បន្ថែមភាសា	언어를 추가하십시오	ເພີ່ມພາສາ	Pievienojiet valodas	Pridėti kalbų	Додадете јазици	Tambah bahasa	ഭാഷകൾ ചേർക്കുക	भाषा जोडा	Хэлийг нэмэх	भाषाहरू जोड्नुहोस्	Legg til språk	زبان ها را اضافه کنید	Dodaj języki	Adicione idiomas	Adăugați limbi	Добавить языки	Додајте језике	භාෂා එකතු කරන්න	Pridať jazyky	Dodajte jezike	Agregar idiomas	Ongeza lugha	Lägga till språk	భాషలను జోడించండి	เพิ่มภาษา	Dil ekle	Додати мови	Thêm ngôn ngữ	Ngeza izilimi
looking_for	Capfirstchar	Looking for	Looking for	Buscando	البحث عن	Փնտրել	Axtarmaq	Bilatzen	Шукаю	খুঁজছি	Търся	ကိုလိုက်ရှာသည်	Buscant	寻找	尋找	Tražim	Hledat	Leder efter	Zoeken naar	Otsin	Looking for	Etsii	À la recherche de	Auf der Suche nach	Ψάχνω	מחפש	की तलाश में	Keresni	Leita að	Mencari	Mencari	Cercando	探している	ಹುಡುಕುವುದು	រកមើល	찾고있는	ຊອກ​ຫາ	Meklēju	Ieškoti	Во потрага по	Mencari	ഇതിനായി തിരയുന്നു	शोधत आहे	Тухайруу байна	खोज्दैछु	Ser etter	دنبال	Szukam	Procurando por	Căuta	Находясь в поиске	Тражити	සොයමින්	Hľadám	Iskati	Buscando	Tafuta	Letar efter	వెతుకుతోంది	กำลังมองหา	Arıyor	Шукаю	Tìm kiếm	Ufuna
done	Capfirstchar	Done	Done	Hecho	منتهي	Կատարած	Tamamlandı	Egin	Зроблены	সম্পন্ন	Свършен	ပြီးပြီ	Fer	完毕	完畢	Završen	Hotovo	Færdig	Klaar	Tehtud	Done	Tehty	Fait	Erledigt	Εγινε	בוצע	हो गया	Kész	Gert	Selesai	Selesai	Fatto	終わり	ಮುಗಿದ	រ្យេឱដេនោ	완료	ແລ້ວ? ແລ້ວ	Darīts	padaryta	Направено	Selesai	നിറവേറ്റി	पूर्ण झाले	Хийх	पूरा	Ferdig	انجام شده	Zrobione	Feito	Terminat	Сделанный	Готово	කළා	hotový	Končano	Hecho	Imekamilika	Gjort	పూర్తి	เสร็จแล้ว	Tamamlamak	Виконаний	Xong	Usulile
whats_your_star_sign	Capfirstchar	What's your star sign?	What's your star sign?	¿Cuál es tu signo astrológico?	ما هي علامة نجمك؟	Որն է ձեր աստղային նշանը:	Ulduz işarəniz nədir?	Zein da zure izar ikurra?	Які ваш зорны знак?	আপনার তারকা সাইন কি?	Какъв е вашият звезден знак?	မင်းရဲ့ကြယ်ပွင့်နိမိတ်လက္ခဏာကဘာလဲ။	Quin és el vostre signe estrella?	你的星号是什么？	你的星號是什麼？	Koji je vaš Zvjezdani znak?	Co jsi za znamení?	Hvad er dit stjernetegn?	Wat is jouw sterrenbeeld?	Mis on teie tähemärk?	What's your star sign?	Mikä on tähtimerkkisi?	Quel est ton signe astrologique?	Was ist dein Sternzeichen?	Ποιο είναι το ζώδιό σου?	מה המזל שלך?	आपकी राशि क्या है?	Mi a csillagjegyed?	Hvað er stjörnuskiltið þitt?	Apa tanda bintang Anda?	Apa tanda bintang Anda?	Qual è il tuo segno zodiacale?	あなたの星座は何ですか？	ನಿಮ್ಮ ನಕ್ಷತ್ರ ಚಿಹ್ನೆ ಏನು?	តើអ្វីទៅជាសញ្ញាផ្កាយរបស់អ្នក?	너 무슨 별자리 야?	ປ້າຍດາວຂອງເຈົ້າແມ່ນຫຍັງ?	Kāda ir jūsu zvaigžņu zīme?	Koks tavo žvaigždės ženklas?	Кој е вашиот знак на starвезда?	Apa tanda bintang anda?	നിങ്ങളുടെ നക്ഷത്ര ചിഹ്നം എന്താണ്?	आपले स्टार चिन्ह काय आहे?	Таны одны тэмдэг юу вэ?	तपाईको तारा चिन्ह के हो?	Hva er stjernetegnet ditt?	علامت ستاره شما چیست؟	Jaki jest Twój znak zodiaku?	Qual é o seu signo?	Care este semnul tău de stele?	Какой твой знак зодиака?	Који је твој хороскопски знак?	ඔබේ තරු ලකුණ කුමක්ද?	Aké je tvoje hviezdne znamenie?	Kakšen je vaš zvezdni znak?	¿Cuál es tu signo astrológico?	Je! Ishara yako ya nyota ni nini?	Vad är ditt stjärntecken?	మీ స్టార్ సైన్ ఏమిటి?	สัญญาณดาวของคุณคืออะไร?	Burcun ne?	Який ваш зірковий знак?	Bạn thuộc chòm sao nào?	Yini uphawu lwakho lwenkanyezi?
what_is_your_education_level	Capfirstchar	What is your education level?	What is your education level?	cual es su nivel de educación?	ما هو مستوى تعليمك؟	Որն է ձեր կրթության մակարդակը:	Təhsil səviyyəniz nədir?	Zein da zure hezkuntza maila?	Які ваш узровень адукацыі?	আপনার শিক্ষা স্তর কি?	Какво е вашето образование?	မင်းရဲ့ပညာရေးအဆင့်ကဘာလဲ။	Quin és el vostre nivell d’educació?	您的教育水平是多少？	您的教育水平是多少？	Koja je vaša razina obrazovanja?	Jaká je vaše úroveň vzdělání?	Hvad er dit uddannelsesniveau?	wat is jouw opleidingsniveau?	Milline on teie haridustase?	What is your education level?	Mikä on koulutustasosi?	Quel est ton niveau d'éducation?	Was ist dein Ausbildungsniveau?	Ποιο είναι το επίπεδο εκπαίδευσης σας;	מהי רמת ההשכלה שלך?	कहा तक पढ़ी हो?	Mi az oktatási szinted?	Hvert er menntunarstig þitt?	apa tingkat pendidikanmu?	apa tingkat pendidikanmu?	Qual è il tuo livello di istruzione?	あなたの教育レベルは何ですか？	ನಿಮ್ಮ ಶಿಕ್ಷಣ ಮಟ್ಟ ಏನು?	តើកម្រិតអប់រំរបស់អ្នកគឺជាអ្វី?	귀하의 교육 수준은 무엇입니까?	ລະດັບການສຶກສາຂອງເຈົ້າແມ່ນຫຍັງ?	Kāds ir jūsu izglītības līmenis?	Koks yra jūsų išsilavinimo lygis?	Кое е вашето ниво на образование?	Apakah tahap pendidikan anda?	നിങ്ങളുടെ വിദ്യാഭ്യാസ നില എന്താണ്?	आपले शिक्षण पातळी काय आहे?	Таны боловсролын түвшин хэд вэ?	तपाईको शिक्षा स्तर के हो?	Hva er utdanningsnivået ditt?	سطح تحصیلات شما چقدر می باشد؟	Jaki jest twój poziom edukacji?	Qual é o seu nível de escolaridade?	Care este nivelul dvs. de educație?	Какой у вас уровень образования?	Који је ниво образовања?	ඔබේ අධ්යාපන මට්ටම කුමක්ද?	Aká je vaša úroveň vzdelania?	Kakšna je vaša stopnja izobrazbe?	cual es su nivel de educación?	Kiwango chako cha elimu ni nini?	Vad har du för utbildningsnivå?	మీ విద్యా స్థాయి ఏమిటి?	ระดับการศึกษาของคุณคืออะไร?	Eğitim seviyeniz nedir?	Який ваш рівень освіти?	Trình độ học vấn của bạn là gì?	Zithini izinga lemfundo yakho?
do_you_want_children	Capfirstchar	Do you want children?	Do you want children?	Quieres tener hijos?	هل تريد اطفال؟	Երեխաներ եք ուզում:	Uşaqları istəyirsən?	Haurrak nahi al dituzu?	Хочаце дзяцей?	আপনি কি বাচ্চা নিতে চাচ্ছেন?	Искате ли деца?	ကလေးတွေကိုလိုချင်လား	Vols fills?	你想要孩子吗？	你想要孩子嗎？	Želite li djecu?	Chceš děti?	Vil du have børn?	Heb je een kinderwens?	Kas soovite lapsi?	Do you want children?	Haluatko lapsia?	Voulez-vous des enfants?	Willst du Kinder?	θέλεις παιδιά;	האם אתה רוצה ילדים?	क्या आप बच्चे चाहते हैं?	szeretnél gyereket?	Viltu börn?	Apakah Anda ingin anak -anak?	Apakah Anda ingin anak -anak?	Vuoi avere bambini?	こどもがほしい？	ನಿಮಗೆ ಮಕ್ಕಳನ್ನು ಬಯಸುತ್ತೀರಾ?	តើអ្នកចង់បានកូនទេ?	아이들을 원하십니까?	ເຈົ້າຕ້ອງການເດັກນ້ອຍບໍ?	Vai vēlaties bērnus?	Ar norite vaikų?	Дали сакате деца?	Adakah anda mahukan anak?	നിങ്ങൾക്ക് കുട്ടികൾ വേണോ?	तुला मुले हवी आहेत का?	Та хүүхдүүд хүсч байна уу?	के तपाई बच्चाहरू चाहानुहुन्छ?	Vil du ha barn?	آیا بچه می خواهی؟	Chcesz dzieci?	Você quer filhos?	Vrei copii?	Ты хочешь детей?	Желиш ли децу?	ඔබට දරුවන් අවශ්යද?	Chceš deti?	Ali želite otroke?	Quieres tener hijos?	Je! Unataka watoto?	Vill du ha barn?	మీకు పిల్లలు కావాలా?	คุณต้องการลูกไหม?	Çocuk istiyor musunuz?	Ви хочете дітей?	Bạn có muốn con cái?	Ngabe ufuna izingane?
are_you_vaccinated	Capfirstchar	Are you vaccinated?	Are you vaccinated?	¿Estás vacunado?	هل تم تلقيحك؟	Պատվաստում եք:	Peyvənd edirsiniz?	Txertoa al zara?	Вы прышчэплены?	আপনি কি টিকা দেওয়া হয়?	Ваксинирани ли сте?	သင်ကာကွယ်ဆေးထိုးနေပါသလား	Estàs vacunat?	你接种疫苗了吗？	你接種疫苗了嗎？	Jeste li cijepljeni?	Jste očkováni?	Vaccineres du?	Bent u gevaccineerd?	Kas olete vaktsineeritud?	Are you vaccinated?	Oletko rokotettu?	Êtes-vous vacciné?	Sind Sie geimpft?	Εμφανίσατε;	האם אתה מחוסן?	क्या आपका टीकाकरण किया गया है?	Vakcináltak?	Ertu bólusettur?	Apakah Anda divaksinasi?	Apakah Anda divaksinasi?	Sei vaccinato?	あなたはワクチン接種ですか？	ನಿಮಗೆ ಲಸಿಕೆ ಹಾಕಲಾಗಿದೆಯೇ?	តើអ្នកបានចាក់វ៉ាក់សាំងទេ?	예방 접종을 받고 있습니까?	ທ່ານໄດ້ຮັບການສັກຢາກັນບໍ?	Vai jūs esat vakcinēts?	Ar esate paskiepyti?	Дали сте вакцинирани?	Adakah anda diberi vaksin?	നിങ്ങൾക്ക് വാക്സിനേഷൻ ഉണ്ടോ?	आपण लसीकरण केले आहे?	Та вакцинж байна уу?	के तपाई खोप गरिएको छ?	Er du vaksinert?	آیا واکسینه شده اید؟	Czy jesteś zaszczepiony?	Você está vacinado?	Ești vaccinat?	Вы вакцинированы?	Да ли сте вакцинисани?	ඔබ එන්නත් තිබේද?	Ste očkovaní?	Ste cepljeni?	¿Estás vacunado?	Je! Umechanjwa?	Är du vaccinerad?	మీరు టీకాలు వేస్తున్నారా?	คุณได้รับการฉีดวัคซีนหรือไม่?	Aşılanmış mısınız?	Ви щеплені?	Bạn có được tiêm phòng không?	Ngabe uyagonywa?
whats_your_personality_type	Capfirstchar	What's your personality type?	What's your personality type?	¿Cuál es tu tipo de personalidad?	ما هو نوع شخصيتك؟	Որն է ձեր անհատականության տեսակը:	Şəxsiyyət növü nədir?	Zein da zure nortasun mota?	Які ваш тып асобы?	আপনার ব্যক্তিত্বের ধরণ কি?	Какъв е вашият тип личност?	မင်းရဲ့စရိုက်အမျိုးအစားကဘာလဲ။	Quin és el vostre tipus de personalitat?	您的个性类型是什么？	您的個性類型是什麼？	Koji je vaš tip osobnosti?	Jaký je váš typ osobnosti?	Hvad er din personlighedstype?	Wat is uw persoonlijkheidstype?	Mis on teie isiksuse tüüp?	What's your personality type?	Mikä on persoonallisuustyyppisi?	Quel est votre type de personnalité?	Was ist Ihr Persönlichkeitstyp?	Ποιος είναι ο τύπος προσωπικότητάς σας;	מה סוג האישיות שלך?	आपका व्यक्तित्व प्रकार क्या है?	Mi a személyiség típusa?	Hver er persónuleikategund þín?	Apa tipe kepribadian Anda?	Apa tipe kepribadian Anda?	Qual è il tuo tipo di personalità?	あなたの性格タイプは何ですか？	ನಿಮ್ಮ ವ್ಯಕ್ತಿತ್ವ ಪ್ರಕಾರ ಯಾವುದು?	តើប្រភេទបុគ្គលិកលក្ខណៈរបស់អ្នកគឺជាអ្វី?	당신의 성격 유형은 무엇입니까?	ປະເພດບຸກຄະລິກລັກສະນະຂອງທ່ານແມ່ນຫຍັງ?	Kāds ir jūsu personības tips?	Koks jūsų asmenybės tipas?	Кој е вашиот тип на личност?	Apa jenis keperibadian anda?	നിങ്ങളുടെ വ്യക്തിത്വ തരം എന്താണ്?	आपले व्यक्तिमत्त्व काय आहे?	Таны хувийн шинж чанар юу вэ?	तपाईंको व्यक्तित्व प्रकार के हो?	Hva er din personlighetstype?	نوع شخصیت شما چیست؟	Jaki jest twój typ osobowości?	Qual é o seu tipo de personalidade?	Care este tipul tău de personalitate?	Какой у вас тип личности?	Која је твоја врста личности?	ඔබේ පෞරුෂත්ව වර්ගය කුමක්ද?	Aký je váš typ osobnosti?	Kakšen je vaš tip osebnosti?	¿Cuál es tu tipo de personalidad?	Je! Ni aina gani ya utu wako?	Vad är din personlighetstyp?	మీ వ్యక్తిత్వ రకం ఏమిటి?	บุคลิกของคุณเป็นอย่างไร?	Kişilik tipiniz nedir?	Який ваш тип особистості?	Loại tính cách của bạn là gì?	Uhlobo luni lobuntu bakho?
whats_your_communication_type	Capfirstchar	What's your communication type?	What's your communication type?	¿Cuál es tu tipo de comunicación?	ما هو نوع الاتصال الخاص بك؟	Որն է ձեր կապի տեսակը:	Rabitə növünüz nədir?	Zein da zure komunikazio mota?	Які ваш тып зносін?	আপনার যোগাযোগের ধরণ কি?	Какъв е вашият тип комуникация?	မင်းရဲ့ဆက်သွယ်ရေးအမျိုးအစားကဘာလဲ။	Quin és el vostre tipus de comunicació?	您的沟通类型是什么？	您的溝通類型是什麼？	Koja je vaša vrsta komunikacije?	Jaký je váš typ komunikace?	Hvad er din kommunikationstype?	Wat is uw communicatietype?	Mis on teie kommunikatsiooni tüüp?	What's your communication type?	Mikä on viestintätyypisi?	Quel est votre type de communication?	Was ist Ihr Kommunikationstyp?	Ποιος είναι ο τύπος επικοινωνίας σας;	מה סוג התקשורת שלך?	आपका संचार प्रकार क्या है?	Mi a kommunikációs típusod?	Hver er samskiptategund þín?	Apa jenis komunikasi Anda?	Apa jenis komunikasi Anda?	Qual è il tuo tipo di comunicazione?	あなたのコミュニケーションタイプは何ですか？	ನಿಮ್ಮ ಸಂವಹನ ಪ್ರಕಾರ ಯಾವುದು?	តើប្រភេទទំនាក់ទំនងរបស់អ្នកគឺជាអ្វី?	커뮤니케이션 유형은 무엇입니까?	ປະເພດການສື່ສານຂອງທ່ານແມ່ນຫຍັງ?	Kāds ir jūsu komunikācijas veids?	Koks jūsų komunikacijos tipas?	Кој е вашиот тип на комуникација?	Apa jenis komunikasi anda?	നിങ്ങളുടെ ആശയവിനിമയ തരം എന്താണ്?	आपला संप्रेषण प्रकार काय आहे?	Таны харилцааны төрөл юу вэ?	तपाईको सञ्चार प्रकार के हो?	Hva er kommunikasjonstypen din?	نوع ارتباطی شما چیست؟	Jaki jest twój typ komunikacji?	Qual é o seu tipo de comunicação?	Care este tipul dvs. de comunicare?	Какой у вас тип общения?	Каква је твоја врста комуникације?	ඔබේ සන්නිවේදන වර්ගය කුමක්ද?	Aký je váš typ komunikácie?	Kakšen je vaš tip komunikacije?	¿Cuál es tu tipo de comunicación?	Je! Ni aina gani ya mawasiliano?	Vad är din kommunikationstyp?	మీ కమ్యూనికేషన్ రకం ఏమిటి?	ประเภทการสื่อสารของคุณคืออะไร?	İletişim tipiniz nedir?	Який ваш тип спілкування?	Loại giao tiếp của bạn là gì?	Luyini uhlobo lwakho lokuxhumana?
how_do_you_receive_love	Capfirstchar	How do you receive love?	How do you receive love?	¿Cómo recibes el amor?	كيف تتلقى الحب؟	Ինչպես ես սեր ստանում:	Sevgini necə alırsınız?	Nola jasotzen duzu maitasuna?	Як вы атрымліваеце каханне?	আপনি কিভাবে প্রেম পাবেন?	Как получавате любов?	ချစ်ခြင်းမေတ္တာကိုသင်ဘယ်လိုလက်ခံရရှိသလဲ	Com es rep l'amor?	你怎么得到爱？	你怎麼得到愛？	Kako primati ljubav?	Jak dostáváte lásku?	Hvordan modtager du kærlighed?	Hoe ontvang je liefde?	Kuidas saada armastust?	How do you receive love?	Kuinka saat rakkautta?	Comment recevez-vous l'amour?	Wie erhalten Sie Liebe?	Πώς λαμβάνετε αγάπη;	איך אתה מקבל אהבה?	आप प्यार कैसे प्राप्त करते हैं?	Hogyan kapsz szerelmet?	Hvernig færðu ást?	Bagaimana Anda menerima cinta?	Bagaimana Anda menerima cinta?	Come ricevi l'amore?	どのようにして愛を受け取りますか？	ನೀವು ಪ್ರೀತಿಯನ್ನು ಹೇಗೆ ಸ್ವೀಕರಿಸುತ್ತೀರಿ?	តើអ្នកទទួលបានក្តីស្រឡាញ់យ៉ាងដូចម្តេច?	사랑을 어떻게 받습니까?	ທ່ານຈະໄດ້ຮັບຄວາມຮັກໄດ້ແນວໃດ?	Kā jūs saņemat mīlestību?	Kaip jūs gaunate meilę?	Како добивате loveубов?	Bagaimana anda menerima cinta?	നിങ്ങൾക്ക് എങ്ങനെ സ്നേഹം ലഭിക്കും?	आपण प्रेम कसे प्राप्त करता?	Та хайрыг хэрхэн хүлээж авдаг вэ?	तपाइँ कसरी प्रेम प्राप्त गर्नुहुन्छ?	Hvordan får du kjærlighet?	چگونه عشق را دریافت می کنید؟	Jak otrzymujesz miłość?	Como você recebe amor?	Cum primești dragoste?	Как вы получаете любовь?	Како примате љубав?	ඔබට ආදරය ලැබෙන්නේ කෙසේද?	Ako dostávate lásku?	Kako prejemate ljubezen?	¿Cómo recibes el amor?	Je! Unapokeaje upendo?	Hur får du kärlek?	మీరు ప్రేమను ఎలా స్వీకరిస్తారు?	คุณจะได้รับความรักได้อย่างไร?	Nasıl sevgiyi alırsın?	Як ти отримуєш любов?	Làm thế nào để bạn nhận được tình yêu?	Uluthola kanjani uthando?
